43 1 64 65
44 1 64 66
45 1 67 68
46 1 67 69
47 1 70 71
48 1 70 72
49 1 73 74
50 1 73 75
51 1 76 77
52 1 76 78
53 1 79 80
54 1 79 81
55 1 82 83
56 1 82 84
57 1 85 86
58 1 85 87
59 1 88 89
60 1 88 90
61 1 91 92
62 1 91 93
63 1 94 95
64 1 94 96
65 1 97 98
66 1 97 99
67 1 100 101
68 1 100 102
69 1 103 104
70 1 103 105
71 1 106 107
72 1 106 108
73 1 109 110
74 1 109 111
75 1 112 113
76 1 112 114
77 1 115 116
78 1 115 117
79 1 118 119
80 1 118 120
81 1 121 122
82 1 121 123
83 1 124 125
84 1 124 126
85 1 127 128
86 1 127 129
87 1 130 131
88 1 130 132
89 1 133 134
90 1 133 135
91 1 136 137
92 1 136 138
93 1 139 140
94 1 139 141
95 1 142 143
96 1 142 144
97 1 145 146
98 1 145 147
99 1 148 149
100 1 148 150
101 1 151 152
102 1 151 153
103 1 154 155
104 1 154 156
105 1 157 158
106 1 157 159
107 1 160 161
108 1 160 162
109 1 163 164
110 1 163 165
111 1 166 167
112 1 166 168
113 1 169 170
114 1 169 171
115 1 172 173
116 1 172 174
117 1 175 176
118 1 175 177
119 1 178 179
120 1 178 180
121 1 181 182
122 1 181 183
123 1 184 185
124 1 184 186
125 1 187 188
126 1 187 189
127 1 190 191
128 1 190 192
129 1 193 194
130 1 193 195
131 1 196 197
132 1 196 198
133 1 199 200
134 1 199 201
135 1 202 203
136 1 202 204
137 1 205 206
138 1 205 207
139 1 208 209
140 1 208 210
141 1 211 212
142 1 211 213
143 1 214 215
144 1 214 216
145 1 217 218
146 1 217 219
147 1 220 221
148 1 220 222
149 1 223 224
150 1 223 225
151 1 226 227
152 1 226 228
153 1 229 230
154 1 229 231
155 1 232 233
156 1 232 234
157 1 235 236
158 1 235 237
159 1 238 239
160 1 238 240
161 1 241 242
162 1 241 243
163 1 244 245
164 1 244 246
165 1 247 248
166 1 247 249
167 1 250 251
168 1 250 252
169 1 253 254
170 1 253 255
171 1 256 257
172 1 256 258
173 1 259 260
174 1 259 261
175 1 262 263
176 1 262 264
177 1 265 266
178 1 265 267
179 1 268 269
180 1 268 270
181 1 271 272
182 1 271 273
183 1 274 275
184 1 274 276
185 1 277 278
186 1 277 279
187 1 280 281
188 1 280 282
189 1 283 284
190 1 283 285
191 1 286 287
192 1 286 288
193 1 289 290
194 1 289 291
195 1 292 293
196 1 292 294
197 1 295 296
198 1 295 297
199 1 298 299
200 1 298 300
201 1 301 302
202 1 301 303
203 1 304 305
204 1 304 306
205 1 307 308
206 1 307 309
207 1 310 311
208 1 310 312
209 1 313 314
210 1 313 315
211 1 316 317
212 1 316 318
213 1 319 320
214 1 319 321
215 1 322 323
216 1 322 324
217 1 325 326
218 1 325 327
219 1 328 329
220 1 328 330
221 1 331 332
222 1 331 333
223 1 334 335
224 1 334 336
225 1 337 338
226 1 337 339
227 1 340 341
228 1 340 342
229 1 343 344
230 1 343 345
231 1 346 347
232 1 346 348
233 1 349 350
234 1 349 351
235 1 352 353
236 1 352 354
237 1 355 356
238 1 355 357
239 1 358 359
240 1 358 360
241 1 361 362
242 1 361 363
243 1 364 365
244 1 364 366
245 1 367 368
246 1 367 369
247 1 370 371
248 1 370 372
249 1 373 374
250 1 373 375
251 1 376 377
252 1 376 378
253 1 379 380
254 1 379 381
255 1 382 383
256 1 382 384
257 1 385 386
258 1 385 387
259 1 388 389
260 1 388 390
261 1 391 392
262 1 391 393
263 1 394 395
264 1 394 396
265 1 397 398
266 1 397 399
267 1 400 401
268 1 400 402
269 1 403 404
270 1 403 405
271 1 406 407
272 1 406 408
273 1 409 410
274 1 409 411
275 1 412 413
276 1 412 414
277 1 415 416
278 1 415 417
279 1 418 419
280 1 418 420
281 1 421 422
282 1 421 423
283 1 424 425
284 1 424 426
285 1 427 428
286 1 427 429
287 1 430 431
288 1 430 432
289 1 433 434
290 1 433 435
291 1 436 437
292 1 436 438
293 1 439 440
294 1 439 441
295 1 442 443
296 1 442 444
297 1 445 446
298 1 445 447
299 1 448 449
300 1 448 450
301 1 451 452
302 1 451 453
303 1 454 455
304 1 454 456
305 1 457 458
306 1 457 459
307 1 460 461
308 1 460 462
309 1 463 464
310 1 463 465
311 1 466 467
312 1 466 468
313 1 469 470
314 1 469 471
315 1 472 473
316 1 472 474

Angles

1 1 2 1 3
2 1 5 4 6
3 1 8 7 9
4 1 11 10 12
5 1 14 13 15
6 1 17 16 18
7 1 20 19 21
8 1 23 22 24
9 1 26 25 27
10 1 29 28 30
11 1 32 31 33
12 1 35 34 36
13 1 38 37 39
14 1 41 40 42
15 1 44 43 45
16 1 47 46 48
17 1 50 49 51
18 1 53 52 54
19 1 56 55 57
20 1 59 58 60
21 1 62 61 63
22 1 65 64 66
23 1 68 67 69
24 1 71 70 72
25 1 74 73 75
26 1 77 76 78
27 1 80 79 81
28 1 83 82 84
29 1 86 85 87
30 1 89 88 90
31 1 92 91 93
32 1 95 94 96
33 1 98 97 99
34 1 101 100 102
35 1 104 103 105
36 1 107 106 108
37 1 110 109 111
38 1 113 112 114
39 1 116 115 117
40 1 119 118 120
41 1 122 121 123
42 1 125 124 126
43 1 128 127 129
44 1 131 130 132
45 1 134 133 135
46 1 137 136 138
47 1 140 139 141
48 1 143 142 144
49 1 146 145 147
50 1 149 148 150
51 1 152 151 153
52 1 155 154 156
53 1 158 157 159
54 1 161 160 162
55 1 164 163 165
56 1 167 166 168
57 1 170 169 171
58 1 173 172 174
59 1 176 175 177
60 1 179 178 180
61 1 182 181 183
62 1 185 184 186
63 1 188 187 189
64 1 191 190 192
65 1 194 193 195
66 1 197 196 198
67 1 200 199 201
68 1 203 202 204
69 1 206 205 207
70 1 209 208 210
71 1 212 211 213
72 1 215 214 216
73 1 218 217 219
74 1 221 220 222
75 1 224 223 225
76 1 227 226 228
77 1 230 229 231
78 1 233 232 234
79 1 236 235 237
80 1 239 238 240
81 1 242 241 243
82 1 245 244 246
83 1 248 247 249
84 1 251 250 252
85 1 254 253 255
86 1 257 256 258
87 1 260 259 261
88 1 263 262 264
89 1 266 265 267
90 1 269 268 270
91 1 272 271 273
92 1 275 274 276
93 1 278 277 279
94 1 281 280 282
95 1 284 283 285
96 1 287 286 288
97 1 290 289 291
98 1 293 292 294
99 1 296 295 297
100 1 299 298 300
101 1 302 301 303
102 1 305 304 306
103 1 308 307 309
104 1 311 310 312
105 1 314 313 315
106 1 317 316 318
107 1 320 319 321
108 1 323 322 324
109 1 326 325 327
110 1 329 328 330
111 1 332 331 333
112 1 335 334 336
113 1 338 337 339
114 1 341 340 342
115 1 344 343 345
116 1 347 346 348
117 1 350 349 351
118 1 353 352 354
119 1 356 355 357
120 1 359 358 360
121 1 362 361 363
122 1 365 364 366
123 1 368 367 369
124 1 371 370 372
125 1 374 373 375
126 1 377 376 378
127 1 380 379 381
128 1 383 382 384
129 1 386 385 387
130 1 389 388 390
131 1 392 391 393
132 1 395 394 396
133 1 398 397 399
134 1 401 400 402
135 1 404 403 405
136 1 407 406 408
137 1 410 409 411
138 1 413 412 414
139 1 416 415 417
140 1 419 418 420
141 1 422 421 423
142 1 425 424 426
143 1 428 427 429
144 1 431 430 432
145 1 434 433 435
146 1 437 436 438
147 1 440 439 441
148 1 443 442 444
149 1 446 445 447
150 1 449 448 450
151 1 452 451 453
152 1 455 454 456
153 1 458 457 459
154 1 461 460 462
155 1 464 463 465
156 1 467 466 468
157 1 470 469 471
158 1 473 472 474
